create_rate,modified_rate,rename_rate,delete_rate,operations_rate,directories_affected,activity_burst,label
2.726,7.937,4.463,0.13,14.999,5,16.0,1
5.667,18.48,19.86,2.357,46.123,10,42.0,1
4.906,25.134,27.049,2.425,59.269,7,19.0,1
0.079,0.106,0.0,0.0,0.208,1,0.0,0
3.777,16.304,7.574,0.588,28.37,9,32.0,1
1.082,4.121,4.555,0.282,9.128,5,17.0,1
3.171,3.987,0.017,0.354,7.473,3,7.0,0
1.242,17.47,18.394,1.584,38.904,2,44.0,1
1.147,1.61,0.0,0.47,3.216,2,3.0,0
3.403,9.727,14.149,0.015,27.209,3,34.0,1
4.625,16.347,11.676,0.733,33.062,8,13.0,1
9.299,20.977,22.168,0.371,52.587,3,49.0,1
0.027,0.04,0.0,0.0,0.065,1,0.0,0
0.725,1.668,0.0,0.49,2.918,1,3.0,0
7.868,15.296,10.683,0.362,34.058,8,41.0,1
8.813,31.387,26.135,2.964,69.035,7,40.0,1
7.255,24.857,14.803,2.393,49.419,5,44.0,1
1.632,3.876,0.201,0.316,6.01,1,5.0,0
3.223,2.728,0.773,0.328,7.05,3,4.0,0
4.696,13.575,25.505,1.338,44.926,5,24.0,1
1.566,4.52,6.633,0.375,12.895,3,10.0,1
7.565,17.943,10.045,2.998,38.402,4,30.0,1
0.195,0.138,0.0,0.0,0.282,1,0.0,0
2.838,22.381,5.262,3.711,34.289,11,16.0,1
1.466,6.409,29.616,0.224,37.592,4,24.0,1
2.758,8.649,22.414,0.476,34.046,5,15.0,1
0.277,1.043,0.0,0.0,1.345,2,3.0,0
0.093,0.314,0.0,0.0,0.358,0,0.0,0
0.144,0.097,0.0,0.0,0.221,0,0.0,0
0.192,0.288,0.3,0.0,0.85,2,2.0,0
2.613,9.605,14.136,2.201,28.345,4,15.0,1
3.947,8.324,21.044,2.188,35.678,5,34.0,1
7.792,27.244,8.707,0.873,44.459,4,44.0,1
0.022,0.017,0.0,0.0,0.044,1,0.0,0
1.992,16.484,29.693,0.647,48.679,7,47.0,1
6.968,32.0,11.517,0.243,50.757,3,28.0,1
0.124,0.091,0.0,0.11,0.302,1,0.0,0
2.412,3.777,0.308,0.258,6.836,3,3.0,0
1.853,4.148,5.72,0.954,12.494,5,10.0,1
0.165,0.069,0.0,0.0,0.273,0,0.0,0
2.81,4.588,0.166,1.177,8.731,3,3.0,0
7.195,20.921,20.481,1.29,49.886,10,37.0,1
1.793,4.48,3.498,0.097,9.734,3,15.0,1
0.044,0.625,0.0,0.0,0.598,1,2.0,0
1.096,5.007,5.347,0.421,12.025,3,16.0,1
7.673,9.197,8.326,1.487,27.078,3,15.0,1
3.668,20.799,21.6,0.563,46.617,7,18.0,1
5.366,29.719,13.333,2.506,50.604,5,16.0,1
0.013,0.177,0.0,0.0,0.19,0,0.0,0
2.388,27.563,29.063,0.56,59.307,3,23.0,1
2.207,0.929,0.0,0.616,3.77,2,5.0,0
2.246,22.429,10.126,1.464,36.213,8,37.0,1
0.017,0.093,0.0,0.0,0.149,0,1.0,0
0.699,1.475,0.0,0.129,2.306,2,2.0,0
1.568,1.7,0.0,0.603,3.816,1,2.0,0
0.112,0.465,0.0,0.0,0.607,1,1.0,0
0.064,0.156,0.0,0.0,0.15,0,0.0,0
3.258,1.637,0.08,0.457,5.402,3,4.0,0
3.28,4.232,3.64,0.266,11.629,4,16.0,1
4.445,13.647,23.592,0.576,41.967,5,35.0,1
3.087,2.421,0.287,0.453,6.273,1,6.0,0
3.812,18.871,29.529,0.032,52.253,3,46.0,1
2.536,5.326,5.496,0.972,14.415,3,10.0,1
1.849,1.752,0.34,0.215,4.216,3,7.0,0
1.898,2.127,0.778,0.375,5.249,3,5.0,0
0.246,0.001,0.0,0.0,0.228,1,1.0,0
5.14,8.18,10.057,2.204,25.624,11,21.0,1
3.39,21.821,12.967,1.668,40.028,8,20.0,1
0.022,0.261,0.0,0.0,0.241,0,0.0,0
4.374,10.151,22.721,2.899,40.093,7,39.0,1
2.079,4.202,5.309,0.245,11.928,4,7.0,1
0.819,7.269,7.129,0.936,16.243,6,8.0,1
0.279,0.768,0.0,0.0,1.017,2,3.0,0
0.287,0.731,0.0,0.0,1.014,2,3.0,0
2.431,1.834,0.0,0.488,4.814,2,5.0,0
0.612,1.031,0.0,0.291,1.885,2,5.0,0
8.627,30.89,32.748,0.876,72.934,4,42.0,1
2.861,30.643,27.891,1.367,62.893,6,27.0,1
0.007,0.511,0.0,0.0,0.519,2,3.0,0
1.477,12.843,30.563,1.465,46.523,5,22.0,1
6.019,23.246,29.775,0.285,59.276,6,36.0,1
2.194,18.841,34.447,0.609,56.159,6,57.0,1
8.566,19.966,32.14,2.812,63.364,7,25.0,1
0.234,0.447,0.0,0.0,0.668,2,2.0,0
0.388,0.309,0.134,0.0,0.784,1,2.0,0
9.594,26.717,13.645,2.325,52.387,3,32.0,1
0.196,0.275,0.0,0.0,0.465,1,0.0,0
4.219,26.215,16.021,0.851,47.369,4,54.0,1
9.286,17.791,34.365,1.338,62.248,4,47.0,1
0.002,0.416,0.364,0.0,0.786,1,2.0,0
1.61,4.829,0.047,0.557,7.147,2,7.0,0
2.503,15.004,16.93,1.575,36.19,7,16.0,1
3.434,17.1,9.158,2.713,32.278,8,38.0,1
0.099,0.158,0.0,0.0,0.301,0,0.0,0
0.367,0.799,0.0,0.0,1.121,1,3.0,0
1.185,7.807,34.926,1.967,45.862,7,31.0,1
1.632,1.413,0.0,0.475,3.581,1,2.0,0
3.313,5.331,5.014,0.26,14.051,6,11.0,1
6.554,24.733,11.017,2.532,44.946,7,23.0,1
2.242,5.417,37.07,0.596,45.377,3,20.0,1
0.848,6.447,4.838,0.764,12.853,5,13.0,1
1.125,0.567,0.0,0.576,2.296,1,4.0,0
8.756,9.833,20.62,0.31,39.876,7,59.0,1
2.548,23.221,12.28,0.62,38.495,3,42.0,1
3.379,3.677,0.024,0.75,7.79,3,7.0,0
3.037,5.638,6.627,0.217,15.947,6,11.0,1
1.347,5.199,7.549,0.845,14.59,4,12.0,1
1.154,14.25,25.575,1.067,41.881,5,21.0,1
2.805,3.915,0.003,0.923,7.678,2,4.0,0
0.25,0.235,0.0,0.0,0.511,2,2.0,0
0.014,0.129,0.0,0.0,0.204,0,0.0,0
6.709,14.256,24.838,0.653,46.29,3,55.0,1
4.431,16.509,26.936,1.757,49.516,5,33.0,1
6.585,11.532,9.918,2.792,30.57,6,49.0,1
0.018,0.056,0.0,0.0,0.0,1,0.0,0
2.463,7.11,4.088,0.237,13.911,4,17.0,1
2.642,18.573,19.939,3.148,43.933,6,44.0,1
7.714,23.197,13.089,0.659,44.555,4,19.0,1
0.096,0.006,0.0,0.0,0.102,1,0.0,0
6.327,26.633,28.787,2.622,64.278,3,47.0,1
0.384,0.539,0.0,0.0,0.916,2,2.0,0
0.861,1.5,0.0,0.261,2.64,2,4.0,0
1.474,3.935,4.803,0.83,11.368,5,10.0,1
2.016,1.11,0.676,0.462,4.29,1,6.0,0
2.056,1.732,0.103,0.24,4.144,3,4.0,0
2.328,28.972,12.975,1.526,46.125,8,35.0,1
2.152,25.7,13.312,0.12,41.492,4,22.0,1
1.119,7.572,5.098,0.772,14.846,4,17.0,1
2.705,3.336,0.301,1.101,7.464,3,5.0,0
1.136,6.231,15.17,1.356,24.165,3,47.0,1
3.391,21.153,14.388,1.916,40.774,6,44.0,1
1.867,1.516,0.0,0.463,3.817,2,5.0,0
3.62,33.251,25.982,2.578,65.484,3,53.0,1
0.029,0.102,0.0,0.163,0.29,0,1.0,0
4.46,8.307,32.662,1.135,46.352,5,20.0,1
5.172,18.07,12.126,0.541,36.01,7,33.0,1
7.016,16.045,13.173,1.719,37.822,7,22.0,1
0.257,0.213,0.0,0.0,0.408,0,2.0,0
0.347,1.078,0.0,0.0,1.369,2,1.0,0
1.931,10.295,38.235,0.216,50.458,6,21.0,1
0.045,0.714,0.0,0.0,0.729,1,3.0,0
9.391,17.027,27.8,2.828,57.356,7,53.0,1
0.009,0.24,0.0,0.0,0.321,0,0.0,0
6.965,9.064,34.779,0.404,50.937,8,17.0,1
2.976,6.534,16.886,3.948,30.542,5,26.0,1
4.14,14.994,26.432,0.199,45.721,4,14.0,1
1.063,3.734,7.6,0.289,12.634,4,13.0,1
0.099,0.191,0.0,0.0,0.303,0,0.0,0
2.375,18.563,14.326,1.645,36.934,3,57.0,1
0.189,0.075,0.0,0.0,0.315,1,1.0,0
2.673,2.139,0.169,0.429,5.337,2,2.0,0
0.324,0.273,0.0,0.0,0.607,1,3.0,0
2.367,0.623,0.0,0.406,3.38,2,2.0,0
0.041,0.043,0.0,0.0,0.168,1,0.0,0
0.037,0.122,0.0,0.0,0.123,0,0.0,0
8.998,14.057,13.859,1.587,38.096,4,15.0,1
1.264,2.429,0.371,0.459,4.497,3,2.0,0
3.182,3.996,4.797,0.613,12.38,3,9.0,1
2.175,1.248,0.363,0.138,3.935,3,5.0,0
0.06,0.088,0.0,0.0,0.12,1,0.0,0
2.199,1.133,0.779,0.276,4.285,1,3.0,0
1.506,2.464,0.382,1.059,5.336,3,5.0,0
6.964,31.082,29.747,2.844,70.274,4,58.0,1
2.076,13.26,28.941,1.029,45.705,5,20.0,1
4.735,21.646,10.125,2.236,38.531,11,26.0,1
1.531,1.796,0.0,0.284,3.637,2,2.0,0
2.504,14.64,15.478,1.476,33.696,4,19.0,1
2.566,1.806,0.239,1.066,5.597,1,4.0,0
8.195,25.457,13.732,1.479,49.034,5,37.0,1
9.097,28.632,13.047,0.381,51.02,6,38.0,1
0.899,6.075,5.543,0.929,13.328,6,9.0,1
2.374,0.768,0.289,0.785,4.293,1,5.0,0
1.926,8.325,7.199,0.859,18.284,4,10.0,1
2.75,11.526,15.144,0.056,29.58,6,27.0,1
7.862,19.631,16.204,2.336,46.116,7,33.0,1
2.706,4.479,8.044,0.598,15.646,5,10.0,1
2.721,3.809,6.682,0.911,14.293,3,12.0,1
1.946,7.373,20.566,1.978,31.944,7,16.0,1
9.652,16.979,25.398,0.489,52.342,6,59.0,1
7.897,22.483,20.439,1.002,51.626,6,44.0,1
2.485,6.483,25.447,0.129,34.259,4,16.0,1
0.269,0.745,0.0,0.051,1.03,1,2.0,0
0.01,0.131,0.0,0.0,0.155,0,1.0,0
0.328,0.564,0.0,0.0,0.884,1,1.0,0
0.167,0.019,0.0,0.0,0.132,0,0.0,0
1.154,1.484,0.0,0.337,3.011,2,2.0,0
3.579,4.771,0.214,1.181,9.682,2,7.0,0
7.077,15.13,7.285,0.388,29.826,10,28.0,1
0.258,0.559,0.0,0.0,0.796,2,2.0,0
0.013,0.08,0.0,0.0,0.115,0,1.0,0
1.832,7.469,8.205,0.055,17.6,5,14.0,1
8.891,24.835,8.715,1.289,43.541,8,50.0,1
1.521,3.886,6.733,0.789,12.772,5,9.0,1
0.109,0.0,0.0,0.0,0.096,0,0.0,0
0.884,8.219,5.161,0.831,15.079,5,11.0,1
4.426,13.302,16.09,1.156,35.019,2,28.0,1
0.857,5.906,6.355,0.974,14.103,4,10.0,1
1.791,2.889,0.107,0.611,5.375,2,5.0,0
2.92,4.511,7.477,0.977,15.51,6,13.0,1
0.271,0.221,0.0,0.0,0.47,2,3.0,0
2.306,4.533,0.146,0.865,7.826,2,3.0,0
0.024,0.005,0.0,0.0,0.051,1,0.0,0
0.126,0.319,0.0,0.0,0.496,1,2.0,0
0.297,1.083,0.0,0.0,1.361,1,1.0,0
2.694,14.755,16.623,0.958,34.849,9,38.0,1
4.007,22.037,10.111,2.418,38.73,4,26.0,1
3.6,1.568,0.446,1.2,6.736,3,6.0,0
2.668,16.332,34.113,0.166,53.206,3,35.0,1
2.361,9.683,7.891,2.964,22.964,7,26.0,1
0.044,0.008,0.0,0.061,0.144,0,1.0,0
7.105,22.796,14.627,0.785,45.398,8,40.0,1
1.416,4.101,6.927,0.544,13.097,4,17.0,1
0.242,0.018,0.0,0.0,0.274,1,0.0,0
0.111,1.107,0.0,0.0,1.204,1,3.0,0
2.381,5.134,8.494,0.678,16.868,5,15.0,1
3.816,4.829,0.061,0.934,9.668,3,6.0,0
0.082,0.239,0.0,0.0,0.426,2,2.0,0
0.154,0.933,0.0,0.0,1.015,1,1.0,0
4.356,7.2,5.759,2.754,20.594,11,44.0,1
0.209,0.04,0.0,0.0,0.231,1,0.0,0
9.982,26.144,16.8,1.87,55.028,4,18.0,1
6.294,29.496,14.132,0.337,50.594,8,38.0,1
0.251,0.556,0.301,0.0,1.095,2,3.0,0
3.772,22.856,15.102,1.044,42.172,6,44.0,1
0.404,0.395,0.005,0.0,0.774,1,0.0,0
9.052,18.18,10.91,2.804,41.213,4,54.0,1
7.097,12.164,20.167,1.985,41.406,4,13.0,1
4.675,14.736,10.155,3.16,32.805,5,12.0,1
9.316,21.321,22.135,0.806,53.574,8,44.0,1
0.007,0.328,0.139,0.0,0.458,0,0.0,0
2.126,18.002,23.795,0.401,44.458,6,20.0,1
0.379,0.288,0.0,0.0,0.632,1,2.0,0
8.398,25.683,13.979,0.43,48.527,4,22.0,1
0.08,0.078,0.0,0.0,0.261,1,0.0,0
8.494,19.277,30.483,1.086,58.903,6,35.0,1
2.802,1.799,0.301,0.297,5.259,2,6.0,0
2.158,8.524,6.783,0.977,18.521,4,16.0,1
0.147,0.627,0.0,0.111,0.822,2,3.0,0
0.269,0.228,0.0,0.0,0.497,0,1.0,0
4.488,18.261,6.214,0.754,29.749,9,25.0,1
6.276,22.323,26.482,2.447,57.216,5,43.0,1
0.075,0.259,0.0,0.0,0.321,0,0.0,0
0.072,0.273,0.0,0.0,0.33,0,1.0,0
6.836,34.358,34.901,1.735,77.8,5,46.0,1
1.08,0.577,0.231,0.585,2.563,1,4.0,0
3.223,4.345,3.774,0.304,11.669,3,16.0,1
0.349,0.514,0.0,0.0,0.87,2,3.0,0
6.051,24.834,19.301,1.964,51.77,11,23.0,1
0.287,0.582,0.0,0.021,0.935,1,1.0,0
0.093,0.275,0.0,0.168,0.474,1,2.0,0
4.035,4.739,0.353,0.731,9.919,2,7.0,0
5.438,32.482,33.455,2.045,73.468,8,29.0,1
1.748,1.777,0.0,0.723,4.234,1,5.0,0
3.526,19.582,12.409,1.724,37.208,6,47.0,1
0.01,0.004,0.0,0.0,0.0,1,1.0,0
0.203,0.941,0.0,0.0,1.144,2,1.0,0
8.602,22.625,30.884,0.533,62.77,7,22.0,1
0.025,0.014,0.0,0.0,0.108,0,0.0,0
0.011,0.712,0.0,0.0,0.678,2,2.0,0
0.323,0.993,0.0,0.0,1.263,2,2.0,0
1.104,6.761,5.416,0.483,14.033,5,14.0,1
0.132,0.037,0.0,0.0,0.158,0,0.0,0
3.041,8.773,3.391,0.83,16.112,6,9.0,1
0.249,0.276,0.0,0.0,0.552,1,1.0,0
6.99,24.071,19.997,0.677,51.898,6,56.0,1
0.24,0.468,0.0,0.0,0.812,1,3.0,0
2.276,3.983,0.403,1.427,8.104,2,5.0,0
0.386,1.029,0.0,0.0,1.446,2,2.0,0
2.215,3.421,0.308,0.521,6.477,1,3.0,0
0.183,0.088,0.0,0.0,0.314,1,0.0,0
9.92,14.925,15.835,2.037,43.059,7,24.0,1
0.077,0.151,0.0,0.0,0.245,0,0.0,0
6.069,10.081,33.382,0.424,49.673,4,15.0,1
2.307,7.803,4.317,0.868,15.403,3,10.0,1
1.97,4.454,0.154,0.813,7.363,1,3.0,0
0.371,1.139,0.0,0.0,1.552,2,1.0,0
0.14,0.855,0.0,0.0,1.117,2,1.0,0
1.812,5.178,4.411,0.188,11.336,5,16.0,1
5.004,31.493,24.986,1.104,62.814,4,15.0,1
4.004,7.979,10.512,0.816,23.524,11,16.0,1
0.025,0.034,0.0,0.066,0.092,0,0.0,0
0.094,0.27,0.0,0.0,0.344,1,0.0,0
5.081,21.52,9.529,2.886,39.151,8,34.0,1
2.329,3.321,0.082,0.568,6.268,2,3.0,0
8.748,25.063,11.734,0.678,46.323,8,25.0,1
2.052,16.013,20.818,3.459,42.357,9,36.0,1
0.076,0.302,0.0,0.0,0.374,0,1.0,0
5.131,6.37,12.454,2.701,26.352,12,38.0,1
3.016,23.641,16.363,1.459,44.229,6,27.0,1
2.335,5.837,29.137,1.978,39.333,7,15.0,1
9.862,27.2,8.048,2.814,47.868,3,35.0,1
3.736,3.278,0.072,1.126,8.22,3,6.0,0
7.356,23.108,5.024,2.436,38.185,12,39.0,1
2.764,12.445,33.31,2.616,50.834,8,28.0,1
5.445,24.249,17.913,0.868,48.289,10,35.0,1
1.346,2.427,0.236,0.262,4.315,2,3.0,0
0.264,1.119,0.0,0.0,1.364,1,2.0,0
2.866,3.853,3.101,0.762,10.543,6,7.0,1
9.296,19.664,34.661,0.771,64.358,4,56.0,1
0.005,0.038,0.0,0.0,0.04,0,0.0,0
3.506,10.513,26.338,1.752,42.169,7,45.0,1
3.182,13.242,33.776,1.817,52.358,5,43.0,1
0.04,0.032,0.0,0.0,0.095,0,1.0,0
0.961,6.257,4.347,0.849,12.033,6,16.0,1
0.041,0.184,0.0,0.0,0.151,0,2.0,0
2.472,5.581,3.605,0.468,11.648,3,9.0,1
3.477,4.387,0.322,0.236,8.356,3,4.0,0
7.187,17.357,25.852,2.914,53.302,4,47.0,1
2.422,3.682,3.557,0.481,10.468,5,17.0,1
5.166,32.893,33.471,2.722,74.2,8,59.0,1
0.932,5.541,5.822,0.094,12.54,5,9.0,1
0.288,0.254,0.0,0.0,0.568,2,2.0,0
2.426,6.67,15.68,1.252,25.925,5,23.0,1
3.828,11.83,21.623,2.597,39.977,10,18.0,1
2.816,15.847,10.336,0.336,29.437,2,39.0,1
0.032,0.091,0.0,0.0,0.111,1,0.0,0
1.43,2.333,0.379,0.08,4.244,2,6.0,0
4.697,17.346,10.588,0.855,33.291,5,27.0,1
2.557,33.583,28.901,0.629,65.879,5,34.0,1
2.276,7.818,7.442,0.409,17.876,5,14.0,1
2.94,1.86,0.349,1.156,6.292,1,4.0,0
2.661,3.746,4.059,0.695,11.48,6,12.0,1
8.902,16.132,32.706,2.301,59.812,7,31.0,1
3.163,6.518,3.427,0.991,14.355,3,14.0,1
9.862,10.202,25.384,1.333,46.734,5,41.0,1
3.123,15.387,38.361,0.112,56.718,5,16.0,1
0.346,0.437,0.0,0.0,0.662,2,2.0,0
2.697,4.012,5.952,0.905,13.839,5,13.0,1
2.324,4.102,6.848,0.105,13.615,5,11.0,1
0.048,0.005,0.0,0.0,0.038,0,1.0,0
5.514,14.528,6.553,1.274,27.822,5,27.0,1
7.473,22.769,12.454,0.851,43.827,9,33.0,1
4.599,30.557,33.621,2.338,71.471,8,45.0,1
2.784,7.22,6.136,0.555,16.849,5,7.0,1
0.121,0.124,0.0,0.0,0.262,1,2.0,0
0.273,0.754,0.0,0.0,1.047,1,3.0,0
0.041,0.166,0.0,0.0,0.251,0,0.0,0
6.465,18.198,12.812,3.52,41.001,4,30.0,1
2.094,8.815,6.347,0.479,17.502,5,8.0,1
0.365,0.512,0.0,0.092,0.946,2,1.0,0
6.739,19.731,17.684,3.726,47.722,12,15.0,1
1.079,1.042,0.0,0.587,2.7,2,4.0,0
1.293,0.93,0.0,0.366,2.663,2,4.0,0
0.055,0.078,0.0,0.0,0.127,0,1.0,0
0.064,0.28,0.0,0.0,0.395,1,0.0,0
0.098,1.045,0.0,0.0,1.177,2,2.0,0
1.779,6.735,4.264,0.272,13.149,3,11.0,1
3.065,32.899,31.577,1.115,68.896,8,23.0,1
4.87,24.208,27.959,2.07,59.205,7,23.0,1
8.366,24.586,12.9,0.899,47.096,4,35.0,1
4.457,28.052,8.649,0.593,41.792,3,21.0,1
0.869,1.095,0.0,0.278,2.175,2,5.0,0
0.312,0.944,0.0,0.062,1.284,2,1.0,0
0.198,0.184,0.0,0.0,0.366,0,0.0,0
4.11,11.313,15.671,1.556,32.59,2,15.0,1
2.601,6.816,4.944,0.249,14.401,3,12.0,1
0.1,0.03,0.143,0.0,0.297,0,0.0,0
8.636,13.005,29.967,0.32,52.033,8,48.0,1
9.301,10.032,12.519,1.932,33.579,4,52.0,1
1.634,0.503,0.0,0.25,2.354,2,2.0,0
3.734,12.141,14.788,1.117,31.399,11,41.0,1
3.818,33.286,8.8,1.207,47.639,7,55.0,1
9.331,19.118,34.66,1.887,65.143,3,44.0,1
8.016,33.14,30.066,0.26,71.036,5,48.0,1
5.738,18.723,19.095,2.388,45.797,4,16.0,1
0.038,0.397,0.0,0.0,0.521,2,3.0,0
0.103,0.004,0.0,0.0,0.096,0,0.0,0
2.277,33.429,11.318,1.311,48.086,3,23.0,1
0.039,0.086,0.0,0.0,0.163,0,1.0,0
2.054,1.716,0.0,0.496,4.253,1,4.0,0
0.002,0.003,0.0,0.0,0.097,1,2.0,0
7.662,23.677,5.032,2.665,38.849,10,26.0,1
0.156,0.859,0.0,0.058,1.12,1,1.0,0
2.905,3.674,8.088,0.872,15.309,5,11.0,1
0.021,0.388,0.0,0.0,0.403,0,1.0,0
0.144,0.95,0.0,0.0,1.06,1,1.0,0
2.248,1.723,0.549,0.357,4.877,1,2.0,0
0.221,0.834,0.0,0.0,0.987,1,3.0,0
3.137,4.545,0.267,0.292,8.202,1,3.0,0
0.386,0.34,0.0,0.0,0.69,2,1.0,0
0.383,0.832,0.0,0.0,1.245,1,1.0,0
7.203,14.383,12.123,2.596,36.603,3,28.0,1
9.926,10.52,22.514,0.765,43.746,6,20.0,1
3.022,1.739,0.336,0.526,5.608,3,7.0,0
4.801,24.599,33.305,2.169,64.947,3,24.0,1
9.207,23.154,25.26,1.897,59.557,5,46.0,1
3.401,1.832,0.474,0.213,5.969,1,5.0,0
1.039,6.015,6.349,0.484,14.1,3,15.0,1
0.075,0.032,0.0,0.0,0.164,1,0.0,0
7.795,16.676,7.519,3.021,34.807,8,12.0,1
1.509,7.128,7.747,0.233,16.348,6,10.0,1
0.209,0.135,0.0,0.0,0.268,1,1.0,0
2.545,3.993,0.347,1.353,8.226,3,4.0,0
4.252,30.639,34.85,0.835,70.414,3,53.0,1
2.978,2.415,0.324,0.479,6.2,3,3.0,0
0.143,0.809,0.344,0.0,1.397,2,1.0,0
6.773,9.192,20.807,2.677,39.648,5,22.0,1
3.961,10.338,27.763,0.453,42.615,3,17.0,1
1.986,0.71,0.0,0.207,2.984,1,2.0,0
0.179,0.118,0.0,0.0,0.263,1,1.0,0
1.356,2.521,0.445,0.481,4.818,1,4.0,0
1.196,0.546,0.0,0.193,1.942,2,3.0,0
0.041,0.025,0.0,0.0,0.063,1,1.0,0
1.378,1.742,0.0,0.475,3.526,1,5.0,0
1.161,5.343,4.337,0.782,11.852,6,14.0,1
5.259,28.183,21.635,0.525,55.802,6,50.0,1
0.054,0.03,0.0,0.0,0.0,1,0.0,0
1.833,11.052,20.952,1.021,34.319,5,45.0,1
0.092,0.273,0.0,0.0,0.392,0,0.0,0
6.544,14.832,10.744,2.322,34.59,4,53.0,1
0.086,0.154,0.0,0.0,0.294,1,0.0,0
6.512,21.951,20.701,3.64,52.867,5,32.0,1
2.816,13.116,24.703,1.806,42.423,8,24.0,1
1.342,5.081,5.723,0.982,13.048,5,16.0,1
1.639,8.036,5.058,0.672,15.163,3,7.0,1
6.843,13.621,10.102,2.263,32.591,9,35.0,1
6.281,18.855,27.421,0.24,52.621,3,52.0,1
3.601,7.536,25.87,0.379,37.139,3,33.0,1
6.221,17.702,12.238,3.031,39.072,10,44.0,1
0.15,0.053,0.0,0.0,0.319,1,1.0,0
1.987,0.695,0.0,0.42,3.093,1,4.0,0
5.882,34.942,14.062,1.797,56.751,3,47.0,1
8.04,29.532,30.072,0.522,68.207,4,22.0,1
2.098,9.7,28.794,1.719,42.326,3,33.0,1
0.566,1.99,0.0,0.232,2.779,2,5.0,0
1.869,2.126,0.465,0.057,4.522,2,4.0,0
2.99,5.658,3.943,0.34,12.676,4,11.0,1
4.224,10.976,18.79,1.558,35.673,9,39.0,1
5.726,13.453,19.972,3.842,42.855,10,18.0,1
3.497,7.277,4.967,0.224,15.861,6,15.0,1
0.228,0.22,0.0,0.0,0.422,1,2.0,0
1.849,6.675,18.386,0.3,26.942,6,42.0,1
3.131,15.684,14.923,0.176,33.833,6,29.0,1
2.496,1.705,0.4,0.48,5.108,1,3.0,0
0.138,0.006,0.0,0.0,0.146,1,1.0,0
0.127,0.017,0.0,0.0,0.132,1,0.0,0
0.05,0.597,0.0,0.0,0.678,2,1.0,0
4.353,29.933,26.224,1.566,62.127,3,39.0,1
0.237,0.56,0.0,0.0,0.78,2,2.0,0
1.576,4.964,0.162,0.409,7.169,3,5.0,0
1.213,0.638,0.0,0.318,2.099,2,2.0,0
0.284,0.49,0.195,0.0,0.928,1,2.0,0
7.455,21.487,14.518,0.938,44.378,7,21.0,1
0.247,0.423,0.0,0.0,0.743,2,3.0,0
0.005,0.136,0.0,0.0,0.097,0,0.0,0
6.476,11.486,10.461,1.451,29.866,3,21.0,1
1.91,1.248,0.752,0.389,4.204,2,3.0,0
0.306,0.008,0.0,0.0,0.269,1,0.0,0
0.289,0.769,0.0,0.0,0.967,2,1.0,0
0.248,1.146,0.0,0.0,1.434,1,2.0,0
4.757,28.308,30.992,1.712,65.55,6,28.0,1
3.526,20.104,21.041,1.997,46.591,6,28.0,1
0.174,0.177,0.0,0.0,0.327,1,0.0,0
1.394,1.413,0.502,0.299,3.596,3,6.0,0
2.493,8.276,21.432,3.955,36.241,5,36.0,1
2.523,3.532,0.17,1.003,7.164,2,4.0,0
9.565,32.947,13.735,0.461,56.486,5,37.0,1
1.179,4.591,0.22,0.28,6.227,3,5.0,0
8.146,33.208,22.911,2.32,67.007,4,15.0,1
5.829,31.577,11.062,0.206,48.224,4,56.0,1
2.534,3.525,0.105,0.784,6.994,1,5.0,0
0.369,1.041,0.178,0.0,1.577,1,1.0,0
0.043,0.138,0.0,0.0,0.235,1,1.0,0
2.552,6.607,7.064,0.867,17.447,3,17.0,1
0.066,0.809,0.0,0.0,0.897,1,3.0,0
0.036,0.242,0.0,0.0,0.252,0,0.0,0
0.231,0.723,0.343,0.0,1.182,2,3.0,0
2.951,17.285,8.423,2.013,30.787,8,33.0,1
0.003,0.539,0.0,0.0,0.561,0,0.0,0
4.478,16.532,38.952,0.633,60.646,6,48.0,1
0.158,0.117,0.0,0.0,0.218,1,0.0,0
2.012,1.883,0.0,0.15,4.026,2,5.0,0
3.54,13.045,22.033,2.093,40.928,4,57.0,1
8.58,20.833,27.658,1.083,58.271,4,30.0,1
1.081,1.458,0.0,0.573,3.064,2,2.0,0
2.478,7.123,16.552,3.4,29.395,5,20.0,1
2.415,9.844,21.17,1.542,35.241,4,28.0,1
6.924,13.802,34.868,1.93,57.292,4,58.0,1
0.231,1.095,0.374,0.0,1.72,2,2.0,0
3.09,7.341,14.904,0.005,25.198,7,40.0,1
2.371,1.275,0.418,0.161,4.284,2,5.0,0
2.75,16.854,11.517,0.94,32.205,3,38.0,1
3.625,24.401,23.873,2.679,54.812,3,41.0,1
0.03,0.039,0.0,0.0,0.075,1,0.0,0
4.814,14.428,18.163,1.797,39.202,6,15.0,1
1.071,10.678,11.635,0.985,24.59,2,37.0,1
4.363,8.712,7.647,0.601,21.418,11,25.0,1
0.017,0.33,0.0,0.0,0.34,1,0.0,0
4.141,2.429,0.292,0.535,7.458,2,5.0,0
3.463,15.064,12.142,1.612,32.44,5,54.0,1
2.091,3.709,0.383,1.037,7.239,2,5.0,0
2.397,7.08,11.966,1.466,22.997,7,28.0,1
7.259,18.867,21.842,1.325,49.203,4,29.0,1
2.944,3.032,0.272,0.892,7.124,2,5.0,0
4.916,9.112,29.768,1.08,45.058,6,41.0,1
1.483,1.918,0.0,0.711,4.146,2,2.0,0
2.138,8.707,5.917,0.685,17.629,4,15.0,1
1.7,1.941,0.333,1.339,5.282,3,3.0,0
